"ROK";"OBJECTID";"KOD_LOKALITA";"KOD_LOK";"NAZ_LOKAL";"PUVODNI_NAZEV";"PUVODNI_KOD";"MON_DRUH";"DATUM_MONIT";"MONITOROVATEL";"NOC_MONIT";"ABI_TEPLOTA";"ABI_VITR";"ABI_POCASI";"ABI_POZNAMKA";"STA_STAVVODAPERIODTUN";"STA_STAVVODALITORAL";"STA_PRUHLEDNOSTVODA";"STA_PRUHLEDNOSTVODAPOZN";"STA_ZABARVENIZAKAL";"STA_DUVODZABARVENIZAKAL";"STA_VEKSLOZENIRYBOBSADKA";"STA_POKRVEGETACE";"STA_POZNAMKA";"DALŠÍ_DRUHY2";"STA_DRUHRVEGRASA";"STA_DRUHRVEG1";"STA_DRUHRVEG2";"STA_DRUHVEGJINY";"VLV_VLIVY";"VLV_CINNOSTDOPAD";"VLV_POZNAMKA";"POP_VYSKYTDRUH";"POP_CELKPOCETVSEEXEMPLAR";"POP_CELKPOCETVSEEXEMPLARREL";"POP_CELKPOCETVSEADULT";"POP_CELKPOCETVSEADULTREL";"POP_POCETSAMEC";"POP_POCETSAMECREL";"POP_POCETSAMICE";"POP_POCETSAMICEREL";"POP_POCETPOHLNEURCENYADULT";"POP_POCETPOHLNEURCENYADULTREL";"POP_POCETMRTVYJEDINEC";"POP_POCETMRTVYJEDINECREL";"POP_CELKPOCETVSESUBADULT";"POP_CELKPOCETVSESUBADULTREL";"POP_POCETJUVENIL";"POP_POCETJUVENILREL";"POP_POCETLARVA";"POP_POCETLARVAREL";"POP_POCETMETAMORF";"POP_POCETMETAMORFREL";"POP_CELKPOCETVSESNUSKA";"POP_CELKPOCETVSESNUSKAREL";"POP_PLOCHASNUSKA";"POP_POZNAMKA";"CREATIONDATE";"CREATOR";"EDITDATE";"EDITOR";"STA_SLEDOVANIEVL";"STA_ZOOPLANKTON";"STA_KACHNALOV";"STA_ZASTINENI";"POP_VYSKYTDRUH.1";"POP_PLOCHASNUSKA_M2";"SITECODE";"EVL_SITECODE";"STA_STAVVODA";"STA_ZABARVENIZAKAL_POZN";"STA_KACHNAPRITOMNOST";"STA_KACHNA";"STA_MANIPULACE";"STA_ZASTINENIHLADINA";"STA_KONTAMINACE";"STA_PLISEN";"POP_DRUHANONE";"CREATION_DATE";"EDIT_DATE"
2019;"";"";"amp181";"Kníecí les";"";"";"Bombina bombina";"03.06.2019 10:00";"Stanislav Koukal";"ne";NA;NA;NA;NA;NA;NA;100;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";NA;NA;NA;"do 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"07.11.2019 9:40";"stanislav_koukal_aopk";"07.11.2019 9:40";"stanislav_koukal_aopk";"";"";"";NA;"";NA;"";"amp181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp181";"Kníecí les";"";"";"Bombina bombina";"27.03.2017 22:00";"Stanislav Koukal";NA;NA;NA;NA;NA;100;NA;100;"na dno";"bez zákalu";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ano";NA;NA;NA;NA;NA;"do 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"07.01.2018 18:19";"stanislav_koukal_aopk";"07.01.2018 18:19";"stanislav_koukal_aopk";"";"";"";NA;"";NA;"";"amp181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp181";"Kníecí les";"";"";"Bombina bombina";"01.04.2017 22:00";"Stanislav Koukal";NA;NA;NA;NA;NA;100;NA;100;"na dno";"bez zákalu";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ano";NA;NA;NA;NA;NA;"øádovì vyšší desítky";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18.12.2017 7:43";"stanislav_koukal_aopk";"07.01.2018 18:04";"stanislav_koukal_aopk";"";"";"";NA;"";NA;"";"amp181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252k";"Kotlina 1";"";"";"Bombina bombina";"02.05.2018 22:00";"Lukasz Nytra";"ne";20;"slabı";"polojasno";NA;95;90;35;"na dno";"hnìdı";"zvíøené sedimenty";NA;15;NA;NA;NA;"orobinec širokolistı";NA;NA;"ano";"chov ryb intensita";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03.05.2018 12:16";"lukas.nytra";"03.05.2018 12:16";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252k";"Kotlina 1";"";"";"Bombina bombina";"16.05.2018 22:00";"Lukasz Nytra";"ne";17;"slabı";"polojasno";NA;100;100;25;"na dno";"hnìdı";"zvíøené sedimenty";NA;30;NA;NA;NA;"orobinec širokolistı, rákos obecnı";"rdesno obojivelné";NA;"ano";"chov ryb intensita";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17.05.2018 11:11";"lukas.nytra";"17.05.2018 11:11";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252k";"Kotlina 1";"";"";"Bombina bombina";"20.06.2018 22:00";"Lukasz Nytra";"ano";17;"bezvìtøí";"jasno";NA;NA;NA;30;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";"chov ryb intensita";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.06.2018 11:37";"lukas.nytra";"26.06.2018 14:42";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp252k";"Kotlina 1";"";"";"Bombina bombina";"17.05.2017 22:00";"Zbynìk Sovík";NA;NA;NA;NA;NA;NA;NA;NA;"na dno";"hnìdı";"zvíøené sedimenty";NA;0;NA;NA;NA;NA;NA;NA;"ano";"chov ryb intensita";NA;"ne";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19.05.2017 18:34";"zbynek_sovik";"19.05.2017 18:34";"zbynek_sovik";"";"";"";NA;"";NA;"";"amp252k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252j";"Kotlina 2";"";"";"Bombina bombina";"02.05.2018 22:00";"Lukasz Nytra";"ne";18;"bezvìtøí";"polojasno";NA;1;0;20;"na dno";"hnìdı";"zvíøené sedimenty";NA;20;NA;NA;NA;NA;NA;NA;"ano";NA;"vypuštìnı rybník,  oprava hráze";"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03.05.2018 12:16";"lukas.nytra";"03.05.2018 12:16";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252j";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252j";"Kotlina 2";"";"";"Bombina bombina";"16.05.2018 22:00";"Lukasz Nytra";"ne";17;"bezvìtøí";"polojasno";NA;30;0;45;"na dno";"hnìdı";"zvíøené sedimenty";NA;70;NA;NA;NA;"abník jitrocelovı";"halucha vodní, hvìzdoš, rdesno obojivelné";NA;NA;NA;NA;"ne";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17.05.2018 11:11";"lukas.nytra";"17.05.2018 11:11";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252j";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252j";"Kotlina 2";"";"";"Bombina bombina";"20.06.2018 22:00";"Lukasz Nytra";"ano";17;"bezvìtøí";"jasno";NA;NA;NA;20;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.06.2018 11:37";"lukas.nytra";"26.06.2018 14:43";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252j";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp252j";"Kotlina 2";"";"";"Bombina bombina";"17.05.2017 22:00";"Zbynìk Sovík";NA;NA;NA;NA;NA;NA;NA;NA;"na dno";"hnìdı";"zvíøené sedimenty";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19.05.2017 18:34";"zbynek_sovik";"19.05.2017 18:34";"zbynek_sovik";"";"";"";NA;"";NA;"";"amp252j";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252i";"Kotlina 3";"";"";"Bombina bombina";"02.05.2018 22:00";"Lukasz Nytra";"ne";18;"slabı";"zataeno";NA;75;1;25;"na dno";"hnìdı";"zvíøené sedimenty";NA;5;NA;NA;NA;NA;NA;NA;"ano";"chov ryb intensita, zarùstání bøehù náletovımi døevinami";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03.05.2018 12:16";"lukas.nytra";"03.05.2018 12:16";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252i";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252i";"Kotlina 3";"";"";"Bombina bombina";"16.05.2018 22:00";"Lukasz Nytra";"ne";17;"bezvìtøí";"zataeno";NA;80;10;25;"na dno";"hnìdı";"zvíøené sedimenty";NA;1;NA;NA;NA;"orobinec širokolistı";NA;NA;"ano";"chov ryb intensita";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17.05.2018 11:11";"lukas.nytra";"17.05.2018 11:11";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252i";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252i";"Kotlina 3";"";"";"Bombina bombina";"20.06.2018 22:00";"Lukasz Nytra";"ano";17;"bezvìtøí";"jasno";NA;NA;NA;25;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.06.2018 11:37";"lukas.nytra";"26.06.2018 14:43";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252i";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp252i";"Kotlina 3";"";"";"Bombina bombina";"17.05.2017 22:00";"Zbynìk Sovík";NA;NA;NA;NA;NA;NA;NA;30;"na dno";"hnìdı";"zvíøené sedimenty,huminové látky";NA;0;"sinice";NA;NA;NA;NA;NA;"ano";"eutrofizace,chov ryb intensita";NA;"ne";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19.05.2017 18:34";"zbynek_sovik";"19.05.2017 18:34";"zbynek_sovik";"";"";"";NA;"";NA;"";"amp252i";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252h";"Kotlina 4";"";"";"Bombina bombina";"02.05.2018 22:00";"Lukasz Nytra";"ne";18;"bezvìtøí";"polojasno";NA;95;95;60;"na dno";"bez zákalu";NA;NA;15;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03.05.2018 12:16";"lukas.nytra";"03.05.2018 12:16";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252h";"Kotlina 4";"";"";"Bombina bombina";"16.05.2018 22:00";"Lukasz Nytra";"ne";16;"bezvìtøí";"zataeno";NA;100;100;58;"na dno";"hnìdı";"zvíøené sedimenty";NA;30;NA;NA;NA;"rákos obecnı, zblochan vzplıvavı";"hvìzdoš";NA;"ne";NA;NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17.05.2018 11:11";"lukas.nytra";"17.05.2018 11:11";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252h";"Kotlina 4";"";"";"Bombina bombina";"20.06.2018 22:00";"Lukasz Nytra";"ano";19;"bezvìtøí";"jasno";NA;NA;NA;60;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.06.2018 11:37";"lukas.nytra";"26.06.2018 14:44";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp252h";"Kotlina 4";"";"";"Bombina bombina";"17.05.2017 22:00";"Zbynìk Sovík";NA;NA;NA;NA;NA;NA;NA;40;"na dno";"hnìdı";"huminové látky";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ne";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19.05.2017 18:34";"zbynek_sovik";"19.05.2017 18:34";"zbynek_sovik";"";"";"";NA;"";NA;"";"amp252h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252g";"Kotlina 5";"";"";"Bombina bombina";"02.05.2018 22:00";"Lukasz Nytra";"ne";18;"bezvìtøí";"zataeno";NA;1;2;15;"na dno";"bez zákalu";NA;NA;100;NA;NA;NA;"orobinec širokolistı, rákos obecnı, sítina rozkladitá";NA;NA;"ano";"hromadìní organického materiálu (staøiny), vıvoj biocenózy, sukcese všeobecnì";" vypuštìnı rybník";"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03.05.2018 12:16";"lukas.nytra";"03.05.2018 12:16";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252g";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252g";"Kotlina 5";"";"";"Bombina bombina";"16.05.2018 22:00";"Lukasz Nytra";"ne";16;"bezvìtøí";"zataeno";NA;20;35;30;"na dno";"hnìdı";"huminové látky";NA;100;NA;NA;NA;"orobinec širokolistı, rákos obecnı, sítina rozkladitá";NA;NA;"ne";NA;"teprve se napouští";"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"17.05.2018 11:11";"lukas.nytra";"17.05.2018 11:11";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252g";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp252g";"Kotlina 5";"";"";"Bombina bombina";"20.06.2018 22:00";"Lukasz Nytra";"ano";19;"bezvìtøí";"jasno";NA;NA;NA;30;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì, vysychání (mokøadního ekosystému)";NA;"ne";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.06.2018 11:37";"lukas.nytra";"26.06.2018 14:45";"lukas.nytra";"";"";"";NA;"";NA;"";"amp252g";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp252g";"Kotlina 5";"";"";"Bombina bombina";"17.05.2017 22:00";"Zbynìk Sovík";NA;NA;NA;NA;NA;NA;NA;NA;"na dno";NA;NA;NA;0;NA;NA;NA;NA;NA;NA;"ano";"vysychání (mokøadního ekosystému),zazemòování";"rybník témìø na suchu, zazemnìní, zarùstá vegetací";"ne";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19.05.2017 18:34";"zbynek_sovik";"19.05.2017 18:34";"zbynek_sovik";"";"";"";NA;"";NA;"";"amp252g";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp41";"Koupalištì u Mnichova";"";"";"Triturus cristatus";"19.04.2019 10:00";"Tomáš Bodnár";"ne";17;"silnı";"jasno";"návštìva ve 14:30-15:00; dlouhodobì je spíše sucho, bez sráek";90;NA;NA;"";"bez zákalu";"";"bez ryb";NA;"nádr zvodnìlá; hladina z velké míry pokryta pokosenou vegetaèní biomasou - ZNEMOÒUJE monitoring. Biomasa rozprostøena skoro po celé ploše sledované nádre. ";NA;"";"";"";"";"";"";"";"ne";"";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"Monitoring neproveden z dùvodu špatné viditelnosti pod hladinu (hladina pøekrytá pokosenou biomasou).";"23.12.2019 9:07";"tomas.bodnar";"23.12.2019 9:07";"tomas.bodnar";"";"";"";NA;"";NA;"";"amp41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp41";"Koupalištì u Mnichova";"";"";"Triturus cristatus";"16.05.2018 22:00";"Tomáš Bodnár";"ne";13;"slabı";"zataeno";"";60;0;100;"a na dno";"bez zákalu";"";"";NA;"nádr èásteènì zvodnìlá, v nejhlubším místì cca 100 cm, bez litorálù";NA;"";"ostøice, orobinec úzkolistı, zerav, abník jitrocelovı, šípatka støelolistá";"";"";"ne";"";"";"";"";"do 10";NA;"do 10";"";"";NA;"";1;"";NA;"ádné";0;"ádné";0;"ádné";0;"ádné";0;"ádné";"0";"ádné";NA;"v nádri zaznamenán pouze 1 jedinec èolka velkého";"10.12.2018 13:32";"tomas.bodnar";"10.12.2018 13:32";"tomas.bodnar";"";"";"";NA;"";NA;"";"amp41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp41";"Koupalištì u Mnichova";"";"";"Triturus cristatus";"18.04.2018 22:00";"Tomáš Bodnár";"ne";20;"bezvìtøí";"jasno";"tıden pøed monitoringem bylo sucho";80;NA;120;"a na dno";"bez zákalu";"";"bez ryb";0;"nádr zvodnìlá, v nejhluším místì cca 120 cm, bez vodních makrofyt, bez litorálù, pouze se zatopenou suchozemskou vegetací";NA;"";"";"";"";"ne";"";"";"";"16";"";16;"";"10";"";6;"";0;"ádné";0;"ádné";0;"ádné";0;"ádné";0;"ádné";0;"ádné";"0";"ádné";NA;"";"10.12.2018 13:32";"tomas.bodnar";"10.12.2018 13:32";"tomas.bodnar";"";"";"";NA;"";NA;"";"amp41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp265";"Kozubová";"";"";"Lissotriton montandoni";"18.06.2019 10:00";"Petr Wolf";"ne";24;"slabı";"polojasno";"";100;100;60;"";"zelenı";"vegetaèní zákal";"";0;"";NA;"";"";"";"";"ano";"chov ryb intensita";"";"ne";"";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"";"30.12.2019 10:58";"petr_wolf_aopk";"30.12.2019 10:58";"petr_wolf_aopk";"";"";"";NA;"";NA;"";"amp265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp265";"Kozubová";"";"";"Lissotriton montandoni";"26.05.2019 22:00";"Petr Wolf";"ne";19;"slabı";"polojasno";"";100;100;60;"";"zelenı";"vegetaèní zákal";"";0;"";NA;"";"";"";"";"ano";"chov ryb intensita";"";"ne";"";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"";"29.05.2019 17:13";"petr_wolf_aopk";"29.05.2019 17:13";"petr_wolf_aopk";"";"";"";NA;"";NA;"";"amp265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp265";"Kozubová";"";"";"Lissotriton montandoni";"21.05.2018 22:00";"Petr Wolf";"ne";23;"slabı";"polojasno";"";100;100;60;"";"zelenı";"vegetaèní zákal";"";0;"";NA;"";"";"";"";"ano";"chov ryb intensita, zneèištìní vody, eutrofizace";"";"";"0";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"";"01.02.2019 11:59";"petr_wolf_aopk";"01.02.2019 11:59";"petr_wolf_aopk";"";"";"";NA;"";NA;"";"amp265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp265";"Kozubová";"";"";"Lissotriton montandoni";"14.05.2018 22:00";"Petr Wolf";"ne";20;"slabı";"polojasno";"";100;100;60;"";"zelenı";"vegetaèní zákal";"";0;"";NA;"";"";"";"";"ano";"chov ryb intensita, zneèištìní vody, eutrofizace";"";"";"0";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"";"01.02.2019 11:56";"petr_wolf_aopk";"01.02.2019 11:56";"petr_wolf_aopk";"";"";"";NA;"";NA;"";"amp265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp43h";"Kukla";"";"";"Bombina bombina";"21.05.2017 22:00";"Hana Bednáøová";NA;NA;NA;NA;NA;NA;100;NA;"na dno";NA;NA;NA;0;NA;NA;NA;NA;NA;NA;"ano";"chov ryb intensita,chov hospodáøskıch zvíøat";NA;"ano";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.12.2017 14:58";"hana.bednarova";"26.12.2017 14:58";"hana.bednarova";"";"";"";NA;"";NA;"";"amp43h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;"";"";"amp43h";"Kukla";"";"";"Bombina bombina";"30.05.2017 22:00";"Hana Bednáøová";NA;NA;NA;NA;NA;NA;100;NA;"na dno";NA;NA;NA;0;NA;NA;NA;NA;NA;NA;"ano";"chov ryb intensita,chov hospodáøskıch zvíøat";NA;"ano";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26.12.2017 15:15";"hana.bednarova";"26.12.2017 15:15";"hana.bednarova";"";"";"";NA;"";NA;"";"amp43h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp19a";"Lazy";"";"";"Bombina bombina";"19.05.2019 10:00";"David Fischer";"ne";13;"bezvìtøí";"jasno";NA;100;100;100;"na dno";"hnìdı";"zvíøené sedimenty";"není známo";15;NA;NA;NA;"orobinec širokolistı, ostøice, sítina rozkladitá, zblochan vodní, zblochan vzplıvavı, chrastice rákosovitá";NA;NA;"ano";"hromadìní organického materiálu (staøiny), chov ryb intensita, predace, zmìny hydrografickıch pomìrù obecnì, zazemòování, pouívání pesticidù";"V okolí masivnì pouíván Roundup, vcetne ochranného pásma PP, + rozorávání luk";"ano";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"do 10";NA;NA;"15.10.2019 6:49";"david.fischer";"15.10.2019 6:49";"david.fischer";"";"";"";NA;"";NA;"";"amp19a";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp19a";"Lazy";"";"";"Bombina bombina";"02.06.2019 10:00";"David Fischer";"ano";14;"bezvìtøí";"jasno";NA;NA;NA;100;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";"hromadìní organického materiálu (staøiny), chov ryb intensita, predace, zmìny hydrografickıch pomìrù obecnì, zazemòování, pouívání pesticidù";"V okolí masivnì pouíván Roundup, vcetne ochranného pásma PP, + rozorávání luk";"ne";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15.10.2019 6:53";"david.fischer";"15.10.2019 6:53";"david.fischer";"";"";"";NA;"";NA;"";"amp19a";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp19";"Lazy, Voèert";"";"";"Bombina bombina";"21.04.2018 22:00";"David Fischer, Jana Fischerová";"ano";19;"bezvìtøí";"jasno";NA;NA;NA;NA;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";"hromadìní organického materiálu (staøiny), chov ryb intensita, vysychání (mokøadního ekosystému), zazemòování, zmìny hydrografickıch pomìrù obecnì, predace";NA;"ano";NA;NA;NA;"øádovì vyšší desítky";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"05.07.2018 9:12";"david.fischer";"05.07.2018 9:12";"david.fischer";"";"";"";NA;"";NA;"";"amp19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;"";"";"amp19";"Lazy, Voèert";"";"";"Bombina bombina";"28.04.2018 22:00";"David Fischer, Jana Fischerová";"ano";17;"bezvìtøí";"jasno";"úplnìk";NA;NA;NA;"na dno";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ano";"hromadìní organického materiálu (staøiny), chov ryb intensita, vysychání (mokøadního ekosystému), zazemòování, zmìny hydrografickıch pomìrù obecnì, predace";NA;"ano";NA;NA;NA;"øádovì vyšší desítky";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"05.07.2018 9:16";"david.fischer";"05.07.2018 9:16";"david.fischer";"";"";"";NA;"";NA;"";"amp19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019;"";"";"amp90";"Lesní rybník v Poøíèském lese";"";"";"Triturus cristatus";"02.04.2019 22:00";"Jan Matìjù";"ne";14;"slabı";"polojasno";"";NA;100;NA;"120";"bez zákalu";"";"mík m1, lín l1";50;"";NA;"";"orobince, puškvorec obecnı, sítina rozkladitá, zevar, zblochany, skøípinec jezerní, ostøice";"pøeslièka poøíèní";"leknín; vegetace vìtšinou starší loòská";"ne";"";"";"ne";"";"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";"";"";NA;"";"05.08.2019 13:10";"jan.mateju";"05.08.2019 13:10";"jan.mateju";"";"";"";NA;"";NA;"";"amp90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
